comuna|fraccion|radio|nombre
15|12|4|NULL
15|13|4|NULL
15|14|4|NULL
15|15|4|NULL
15|16|4|NULL
15|17|4|NULL
15|18|4|NULL
15|19|4|NULL
15|20|4|NULL
15|21|4|NULL
4|27|4|NULL
4|24|4|NULL
4|25|4|NULL
8|18|4|NULL
1|30|4|NULL
4|28|4|NULL
4|29|4|NULL
1|2|5|NULL
1|3|5|NULL
1|4|5|NULL
1|5|5|NULL
1|6|5|NULL
1|7|5|NULL
1|8|5|NULL
1|9|5|NULL
1|10|5|NULL
1|11|5|NULL
1|12|5|NULL
1|13|5|NULL
1|14|5|NULL
1|15|5|NULL
1|16|5|NULL
1|17|5|NULL
1|18|5|NULL
1|19|5|NULL
1|20|5|NULL
1|21|5|NULL
1|22|5|NULL
1|23|5|NULL
1|24|5|NULL
1|25|5|NULL
1|26|5|NULL
1|27|5|NULL
1|28|5|NULL
1|29|5|NULL
2|2|5|NULL
2|3|5|NULL
2|4|5|NULL
2|5|5|NULL
2|6|5|NULL
2|7|5|NULL
2|8|5|NULL
2|9|5|NULL
2|10|5|NULL
2|11|5|NULL
2|12|5|NULL
2|13|5|NULL
2|14|5|NULL
2|15|5|NULL
2|16|5|NULL
2|17|5|NULL
2|18|5|NULL
2|19|5|NULL
2|20|5|NULL
2|21|5|NULL
2|22|5|NULL
2|23|5|NULL
2|24|5|NULL
2|25|5|NULL
3|1|5|NULL
3|2|5|NULL
3|3|5|NULL
3|4|5|NULL
3|5|5|NULL
3|6|5|NULL
3|7|5|NULL
3|8|5|NULL
3|9|5|NULL
3|10|5|NULL
3|11|5|NULL
3|12|5|NULL
3|13|5|NULL
3|14|5|NULL
3|15|5|NULL
3|16|5|NULL
3|17|5|NULL
3|18|5|NULL
3|19|5|NULL
3|20|5|NULL
3|21|5|NULL
3|22|5|NULL
3|23|5|NULL
3|24|5|NULL
3|25|5|NULL
3|26|5|NULL
3|27|5|NULL
4|1|5|NULL
4|2|5|NULL
4|3|5|NULL
4|4|5|NULL
4|5|5|NULL
4|6|5|NULL
4|7|5|NULL
4|8|5|NULL
4|9|5|NULL
4|10|5|NULL
4|11|5|NULL
4|12|5|NULL
4|13|5|NULL
4|14|5|NULL
4|15|5|NULL
4|16|5|NULL
4|17|5|NULL
4|19|5|NULL
4|20|5|NULL
4|21|5|NULL
4|22|5|NULL
4|23|5|NULL
5|1|5|NULL
5|2|5|NULL
5|3|5|NULL
5|4|5|NULL
5|5|5|NULL
5|6|5|NULL
5|7|5|NULL
5|8|5|NULL
5|9|5|NULL
5|10|5|NULL
5|11|5|NULL
5|12|5|NULL
5|13|5|NULL
5|14|5|NULL
5|15|5|NULL
5|16|5|NULL
5|17|5|NULL
5|18|5|NULL
5|19|5|NULL
5|20|5|NULL
5|21|5|NULL
5|22|5|NULL
6|1|5|NULL
6|2|5|NULL
6|3|5|NULL
6|4|5|NULL
6|5|5|NULL
6|6|5|NULL
6|7|5|NULL
6|8|5|NULL
6|9|5|NULL
6|10|5|NULL
6|11|5|NULL
6|12|5|NULL
6|13|5|NULL
6|14|5|NULL
6|15|5|NULL
6|16|5|NULL
6|17|5|NULL
6|18|5|NULL
6|19|5|NULL
6|20|5|NULL
6|21|5|NULL
7|1|5|NULL
7|2|5|NULL
7|3|5|NULL
7|4|5|NULL
7|5|5|NULL
7|6|5|NULL
7|7|5|NULL
7|8|5|NULL
7|9|5|NULL
7|10|5|NULL
7|11|5|NULL
7|12|5|NULL
7|13|5|NULL
7|14|5|NULL
7|15|5|NULL
7|16|5|NULL
7|17|5|NULL
7|18|5|NULL
7|19|5|NULL
7|20|5|NULL
7|21|5|NULL
7|22|5|NULL
7|23|5|NULL
7|24|5|NULL
8|1|5|NULL
8|2|5|NULL
8|3|5|NULL
8|4|5|NULL
8|5|5|NULL
8|6|5|NULL
8|7|5|NULL
8|8|5|NULL
8|9|5|NULL
8|10|5|NULL
8|11|5|NULL
8|12|5|NULL
8|13|5|NULL
8|14|5|NULL
8|15|5|NULL
8|16|5|NULL
8|17|5|NULL
9|1|5|NULL
9|2|5|NULL
9|3|5|NULL
9|4|5|NULL
9|5|5|NULL
9|6|5|NULL
9|7|5|NULL
9|8|5|NULL
9|9|5|NULL
9|10|5|NULL
9|11|5|NULL
9|12|5|NULL
9|13|5|NULL
9|14|5|NULL
9|15|5|NULL
9|16|5|NULL
10|1|5|NULL
10|2|5|NULL
10|3|5|NULL
10|4|5|NULL
10|5|5|NULL
10|6|5|NULL
10|7|5|NULL
10|8|5|NULL
10|9|5|NULL
10|10|5|NULL
10|11|5|NULL
10|12|5|NULL
10|13|5|NULL
10|14|5|NULL
10|15|5|NULL
10|16|5|NULL
10|17|5|NULL
10|18|5|NULL
10|19|5|NULL
11|1|5|NULL
11|2|5|NULL
11|3|5|NULL
11|4|5|NULL
11|5|5|NULL
11|6|5|NULL
11|7|5|NULL
11|8|5|NULL
11|9|5|NULL
11|10|5|NULL
11|11|5|NULL
11|12|5|NULL
11|13|5|NULL
11|14|5|NULL
11|15|5|NULL
11|16|5|NULL
11|17|5|NULL
11|18|5|NULL
11|19|5|NULL
11|20|5|NULL
11|21|5|NULL
11|22|5|NULL
12|1|5|NULL
12|2|5|NULL
12|3|5|NULL
12|4|5|NULL
12|5|5|NULL
12|6|5|NULL
12|7|5|NULL
12|8|5|NULL
12|9|5|NULL
12|10|5|NULL
12|11|5|NULL
12|12|5|NULL
12|13|5|NULL
12|14|5|NULL
12|15|5|NULL
12|16|5|NULL
12|17|5|NULL
12|18|5|NULL
12|19|5|NULL
12|20|5|NULL
12|21|5|NULL
12|22|5|NULL
13|1|5|NULL
13|2|5|NULL
13|3|5|NULL
13|4|5|NULL
13|5|5|NULL
13|6|5|NULL
13|7|5|NULL
13|8|5|NULL
13|9|5|NULL
13|10|5|NULL
13|11|5|NULL
13|12|5|NULL
13|13|5|NULL
13|14|5|NULL
13|15|5|NULL
13|16|5|NULL
13|17|5|NULL
13|18|5|NULL
13|19|5|NULL
13|20|5|NULL
13|21|5|NULL
13|22|5|NULL
13|23|5|NULL
13|24|5|NULL
13|25|5|NULL
13|26|5|NULL
13|27|5|NULL
13|28|5|NULL
13|29|5|NULL
14|1|5|NULL
14|2|5|NULL
14|3|5|NULL
14|4|5|NULL
14|5|5|NULL
14|6|5|NULL
14|7|5|NULL
14|8|5|NULL
14|9|5|NULL
14|11|5|NULL
14|12|5|NULL
14|13|5|NULL
14|14|5|NULL
14|15|5|NULL
14|16|5|NULL
14|17|5|NULL
14|18|5|NULL
14|19|5|NULL
14|20|5|NULL
14|21|5|NULL
14|22|5|NULL
14|23|5|NULL
14|24|5|NULL
14|25|5|NULL
14|26|5|NULL
14|27|5|NULL
14|28|5|NULL
14|29|5|NULL
14|30|5|NULL
14|31|5|NULL
15|1|5|NULL
15|2|5|NULL
15|3|5|NULL
15|4|5|NULL
15|5|5|NULL
15|6|5|NULL
15|7|5|NULL
15|8|5|NULL
15|9|5|NULL
15|10|5|NULL
15|11|5|NULL
15|12|5|NULL
15|13|5|NULL
15|14|5|NULL
15|15|5|NULL
15|16|5|NULL
15|17|5|NULL
15|18|5|NULL
15|19|5|NULL
15|20|5|NULL
15|21|5|NULL
4|27|5|NULL
4|24|5|NULL
4|25|5|NULL
8|18|5|NULL
1|30|5|NULL
4|28|5|NULL
4|29|5|NULL
1|3|6|NULL
1|4|6|NULL
1|5|6|NULL
1|6|6|NULL
1|7|6|NULL
1|8|6|NULL
1|9|6|NULL
1|10|6|NULL
1|11|6|NULL
1|12|6|NULL
1|13|6|NULL
1|14|6|NULL
1|15|6|NULL
1|16|6|NULL
1|17|6|NULL
1|18|6|NULL
1|19|6|NULL
1|20|6|NULL
1|21|6|NULL
1|22|6|NULL
1|23|6|NULL
1|24|6|NULL
1|25|6|NULL
1|26|6|NULL
1|27|6|NULL
1|28|6|NULL
1|29|6|NULL
2|2|6|NULL
2|3|6|NULL
2|4|6|NULL
2|5|6|NULL
2|6|6|NULL
2|7|6|NULL
2|8|6|NULL
2|9|6|NULL
2|10|6|NULL
2|11|6|NULL
2|12|6|NULL
2|13|6|NULL
2|14|6|NULL
2|15|6|NULL
2|16|6|NULL
2|17|6|NULL
2|18|6|NULL
2|19|6|NULL
2|20|6|NULL
2|21|6|NULL
2|22|6|NULL
2|23|6|NULL
2|24|6|NULL
2|25|6|NULL
3|1|6|NULL
3|2|6|NULL
3|3|6|NULL
3|4|6|NULL
3|5|6|NULL
3|6|6|NULL
3|7|6|NULL
3|8|6|NULL
3|9|6|NULL
3|10|6|NULL
3|11|6|NULL
3|12|6|NULL
3|13|6|NULL
3|14|6|NULL
3|15|6|NULL
3|16|6|NULL
3|17|6|NULL
3|18|6|NULL
3|19|6|NULL
3|20|6|NULL
3|21|6|NULL
3|22|6|NULL
3|23|6|NULL
3|24|6|NULL
3|25|6|NULL
3|26|6|NULL
3|27|6|NULL
4|1|6|NULL
4|2|6|NULL
4|3|6|NULL
4|4|6|NULL
4|5|6|NULL
4|6|6|NULL
4|7|6|NULL
4|8|6|NULL
4|9|6|NULL
4|10|6|NULL
4|11|6|NULL
4|12|6|NULL
4|13|6|NULL
4|14|6|NULL
4|15|6|NULL
4|16|6|NULL
4|17|6|NULL
4|19|6|NULL
4|20|6|NULL
4|21|6|NULL
4|22|6|NULL
4|23|6|NULL
5|1|6|NULL
5|2|6|NULL
5|3|6|NULL
5|4|6|NULL
5|5|6|NULL
5|6|6|NULL
5|7|6|NULL
5|8|6|NULL
5|9|6|NULL
5|10|6|NULL
5|11|6|NULL
5|12|6|NULL
5|13|6|NULL
5|14|6|NULL
5|15|6|NULL
5|16|6|NULL
5|17|6|NULL
5|18|6|NULL
5|19|6|NULL
5|20|6|NULL
5|21|6|NULL
5|22|6|NULL
6|1|6|NULL
6|2|6|NULL
6|3|6|NULL
6|4|6|NULL
6|5|6|NULL
6|6|6|NULL
6|7|6|NULL
6|8|6|NULL
6|9|6|NULL
6|10|6|NULL
6|11|6|NULL
6|12|6|NULL
6|13|6|NULL
6|14|6|NULL
6|15|6|NULL
6|16|6|NULL
6|17|6|NULL
6|18|6|NULL
6|19|6|NULL
6|20|6|NULL
6|21|6|NULL
7|1|6|NULL
7|2|6|NULL
7|3|6|NULL
7|4|6|NULL
7|5|6|NULL
7|6|6|NULL
7|7|6|NULL
7|8|6|NULL
7|9|6|NULL
7|10|6|NULL
7|11|6|NULL
7|12|6|NULL
7|13|6|NULL
7|14|6|NULL
7|15|6|NULL
7|16|6|NULL
7|17|6|NULL
7|18|6|NULL
7|19|6|NULL
7|20|6|NULL
7|21|6|NULL
7|22|6|NULL
7|23|6|NULL
7|24|6|NULL
8|1|6|NULL
8|2|6|NULL
8|3|6|NULL
8|4|6|NULL
8|5|6|NULL
8|6|6|NULL
8|7|6|NULL
8|8|6|NULL
8|9|6|NULL
8|10|6|NULL
8|12|6|NULL
8|13|6|NULL
8|14|6|NULL
8|15|6|NULL
8|16|6|NULL
9|1|6|NULL
9|2|6|NULL
9|3|6|NULL
9|4|6|NULL
9|5|6|NULL
9|6|6|NULL
9|7|6|NULL
9|8|6|NULL
9|9|6|NULL
9|10|6|NULL
9|11|6|NULL
9|12|6|NULL
9|13|6|NULL
9|14|6|NULL
9|15|6|NULL
9|16|6|NULL
10|1|6|NULL
10|2|6|NULL
10|3|6|NULL
10|4|6|NULL
10|5|6|NULL
10|6|6|NULL
10|7|6|NULL
10|8|6|NULL
10|9|6|NULL
10|10|6|NULL
10|11|6|NULL
10|12|6|NULL
10|13|6|NULL
10|14|6|NULL
10|15|6|NULL
10|16|6|NULL
10|17|6|NULL
10|18|6|NULL
10|19|6|NULL
11|1|6|NULL
11|2|6|NULL
11|3|6|NULL
11|4|6|NULL
11|5|6|NULL
11|6|6|NULL
11|7|6|NULL
11|8|6|NULL
11|9|6|NULL
11|10|6|NULL
11|11|6|NULL
11|12|6|NULL
11|13|6|NULL
11|14|6|NULL
11|15|6|NULL
11|16|6|NULL
11|17|6|NULL
11|18|6|NULL
11|19|6|NULL
11|20|6|NULL
11|21|6|NULL
11|22|6|NULL
12|1|6|NULL
12|2|6|NULL
12|3|6|NULL
12|4|6|NULL
12|5|6|NULL
12|6|6|NULL
12|7|6|NULL
12|8|6|NULL
12|9|6|NULL
12|10|6|NULL
12|11|6|NULL
12|12|6|NULL
12|13|6|NULL
12|14|6|NULL
12|15|6|NULL
12|16|6|NULL
12|17|6|NULL
12|18|6|NULL
12|19|6|NULL
12|20|6|NULL
12|21|6|NULL
12|22|6|NULL
13|1|6|NULL
13|2|6|NULL
13|3|6|NULL
13|4|6|NULL
13|5|6|NULL
13|6|6|NULL
13|7|6|NULL
13|8|6|NULL
13|9|6|NULL
13|10|6|NULL
13|11|6|NULL
13|12|6|NULL
13|13|6|NULL
13|14|6|NULL
13|15|6|NULL
13|16|6|NULL
13|17|6|NULL
13|18|6|NULL
13|19|6|NULL
13|20|6|NULL
13|21|6|NULL
13|22|6|NULL
13|23|6|NULL
13|24|6|NULL
13|25|6|NULL
13|26|6|NULL
13|27|6|NULL
13|28|6|NULL
13|29|6|NULL
14|1|6|NULL
14|2|6|NULL
14|3|6|NULL
14|4|6|NULL
14|5|6|NULL
14|6|6|NULL
14|7|6|NULL
14|8|6|NULL
14|9|6|NULL
14|11|6|NULL
14|12|6|NULL
14|13|6|NULL
14|14|6|NULL
14|15|6|NULL
14|16|6|NULL
14|17|6|NULL
14|18|6|NULL
14|20|6|NULL
14|21|6|NULL
14|22|6|NULL
14|23|6|NULL
14|24|6|NULL
14|25|6|NULL
14|26|6|NULL
14|27|6|NULL
14|28|6|NULL
14|29|6|NULL
14|30|6|NULL
14|31|6|NULL
15|1|6|NULL
15|2|6|NULL
15|3|6|NULL
15|4|6|NULL
15|5|6|NULL
15|6|6|NULL
15|7|6|NULL
15|8|6|NULL
15|9|6|NULL
15|10|6|NULL
15|11|6|NULL
15|12|6|NULL
15|13|6|NULL
15|14|6|NULL
15|15|6|NULL
15|16|6|NULL
15|17|6|NULL
15|18|6|NULL
15|19|6|NULL
15|20|6|NULL
15|21|6|NULL
4|27|6|NULL
4|24|6|NULL
4|25|6|NULL
8|18|6|NULL
1|30|6|NULL
4|28|6|NULL
4|29|6|NULL
1|2|7|NULL
1|3|7|NULL
1|4|7|NULL
1|5|7|NULL
1|6|7|NULL
1|7|7|NULL
1|8|7|NULL
1|9|7|NULL
1|10|7|NULL
1|11|7|NULL
1|12|7|NULL
1|13|7|NULL
1|14|7|NULL
1|15|7|NULL
1|16|7|NULL
1|17|7|NULL
1|18|7|NULL
1|19|7|NULL
1|20|7|NULL
1|21|7|NULL
1|22|7|NULL
1|23|7|NULL
1|24|7|NULL
1|25|7|NULL
1|26|7|NULL
1|27|7|NULL
1|28|7|NULL
1|29|7|NULL
2|2|7|NULL
2|3|7|NULL
2|4|7|NULL
2|5|7|NULL
2|6|7|NULL
2|7|7|NULL
2|8|7|NULL
2|9|7|NULL
2|10|7|NULL
2|12|7|NULL
2|13|7|NULL
2|14|7|NULL
2|15|7|NULL
2|16|7|NULL
2|17|7|NULL
2|18|7|NULL
2|19|7|NULL
2|20|7|NULL
2|23|7|NULL
2|25|7|NULL
3|1|7|NULL
3|2|7|NULL
3|3|7|NULL
3|4|7|NULL
3|5|7|NULL
3|6|7|NULL
3|7|7|NULL
3|8|7|NULL
3|9|7|NULL
3|10|7|NULL
3|11|7|NULL
3|12|7|NULL
3|13|7|NULL
3|14|7|NULL
3|15|7|NULL
3|16|7|NULL
3|17|7|NULL
3|18|7|NULL
3|19|7|NULL
3|20|7|NULL
3|21|7|NULL
3|22|7|NULL
3|23|7|NULL
3|24|7|NULL
3|25|7|NULL
3|26|7|NULL
3|27|7|NULL
4|1|7|NULL
4|2|7|NULL
4|3|7|NULL
4|4|7|NULL
4|5|7|NULL
4|6|7|NULL
4|7|7|NULL
4|8|7|NULL
4|9|7|NULL
4|10|7|NULL
4|11|7|NULL
4|12|7|NULL
4|13|7|NULL
4|14|7|NULL
4|15|7|NULL
4|16|7|NULL
4|17|7|NULL
4|19|7|NULL
4|20|7|NULL
4|21|7|NULL
4|22|7|NULL
4|23|7|NULL
5|1|7|NULL
5|2|7|NULL
5|3|7|NULL
5|4|7|NULL
5|5|7|NULL
5|6|7|NULL
5|7|7|NULL
5|8|7|NULL
5|9|7|NULL
5|10|7|NULL
5|11|7|NULL
5|12|7|NULL
5|13|7|NULL
5|14|7|NULL
5|15|7|NULL
5|16|7|NULL
5|17|7|NULL
5|18|7|NULL
5|19|7|NULL
5|20|7|NULL
5|21|7|NULL
5|22|7|NULL
6|1|7|NULL
6|2|7|NULL
6|3|7|NULL
6|4|7|NULL
6|5|7|NULL
6|6|7|NULL
6|7|7|NULL
6|8|7|NULL
6|9|7|NULL
6|10|7|NULL
6|11|7|NULL
6|12|7|NULL
6|13|7|NULL
6|14|7|NULL
6|15|7|NULL
6|16|7|NULL
6|17|7|NULL
6|18|7|NULL
6|19|7|NULL
6|20|7|NULL
6|21|7|NULL
7|1|7|NULL
7|2|7|NULL
7|3|7|NULL
7|4|7|NULL
7|5|7|NULL
7|6|7|NULL
7|7|7|NULL
7|8|7|NULL
7|9|7|NULL
7|10|7|NULL
7|11|7|NULL
7|12|7|NULL
7|13|7|NULL
7|14|7|NULL
7|15|7|NULL
7|16|7|NULL
7|17|7|NULL
7|18|7|NULL
7|20|7|NULL
7|21|7|NULL
7|22|7|NULL
7|23|7|NULL
7|24|7|NULL
8|1|7|NULL
8|2|7|NULL
8|3|7|NULL
8|4|7|NULL
8|5|7|NULL
8|6|7|NULL
8|7|7|NULL
8|8|7|NULL
8|9|7|NULL
8|10|7|NULL
8|12|7|NULL
8|13|7|NULL
8|14|7|NULL
8|15|7|NULL
8|16|7|NULL
9|1|7|NULL
9|2|7|NULL
9|3|7|NULL
9|4|7|NULL
9|5|7|NULL
9|6|7|NULL
9|7|7|NULL
9|8|7|NULL
9|9|7|NULL
9|10|7|NULL
9|11|7|NULL
9|12|7|NULL
9|13|7|NULL
9|14|7|NULL
9|15|7|NULL
9|16|7|NULL
10|1|7|NULL
10|2|7|NULL
10|3|7|NULL
10|4|7|NULL
10|5|7|NULL
10|6|7|NULL
10|7|7|NULL
10|8|7|NULL
10|9|7|NULL
10|10|7|NULL
10|11|7|NULL
10|12|7|NULL
10|13|7|NULL
10|14|7|NULL
10|15|7|NULL
10|16|7|NULL
10|17|7|NULL
10|18|7|NULL
10|19|7|NULL
11|1|7|NULL
11|2|7|NULL
11|3|7|NULL
11|4|7|NULL
11|5|7|NULL
11|6|7|NULL
11|7|7|NULL
11|8|7|NULL
11|9|7|NULL
11|10|7|NULL
11|11|7|NULL
11|12|7|NULL
11|13|7|NULL
11|14|7|NULL
11|15|7|NULL
11|16|7|NULL
11|17|7|NULL
11|18|7|NULL
11|19|7|NULL
11|20|7|NULL
11|21|7|NULL
11|22|7|NULL
12|1|7|NULL
12|2|7|NULL
12|3|7|NULL
12|4|7|NULL
12|5|7|NULL
12|6|7|NULL
12|7|7|NULL
12|8|7|NULL
12|9|7|NULL
12|10|7|NULL
12|11|7|NULL
12|12|7|NULL
12|13|7|NULL
12|14|7|NULL
12|15|7|NULL
12|16|7|NULL
12|17|7|NULL
12|18|7|NULL
12|19|7|NULL
12|20|7|NULL
12|21|7|NULL
12|22|7|NULL
13|1|7|NULL
13|2|7|NULL
13|3|7|NULL
13|4|7|NULL
13|5|7|NULL
13|6|7|NULL
13|7|7|NULL
13|8|7|NULL
13|9|7|NULL
13|10|7|NULL
13|11|7|NULL
13|12|7|NULL
13|13|7|NULL
13|14|7|NULL
13|15|7|NULL
13|16|7|NULL
13|17|7|NULL
13|18|7|NULL
13|19|7|NULL
13|20|7|NULL
13|21|7|NULL
13|22|7|NULL
13|23|7|NULL
13|24|7|NULL
13|25|7|NULL
13|26|7|NULL
13|27|7|NULL
13|28|7|NULL
13|29|7|NULL
14|1|7|NULL
14|2|7|NULL
14|3|7|NULL
14|4|7|NULL
14|5|7|NULL
14|6|7|NULL
14|7|7|NULL
14|8|7|NULL
14|9|7|NULL
14|11|7|NULL
14|12|7|NULL
14|13|7|NULL
14|14|7|NULL
14|15|7|NULL
14|16|7|NULL
14|17|7|NULL
14|18|7|NULL
14|20|7|NULL
14|21|7|NULL
14|22|7|NULL
14|23|7|NULL
14|24|7|NULL
14|25|7|NULL
14|26|7|NULL
14|27|7|NULL
14|28|7|NULL
14|29|7|NULL
14|30|7|NULL
14|31|7|NULL
15|1|7|NULL
15|2|7|NULL
15|3|7|NULL
15|4|7|NULL
15|5|7|NULL
15|6|7|NULL
15|7|7|NULL
15|8|7|NULL
15|9|7|NULL
15|10|7|NULL
15|11|7|NULL
15|12|7|NULL
15|13|7|NULL
15|14|7|NULL
15|15|7|NULL
15|16|7|NULL
15|17|7|NULL
15|18|7|NULL
15|19|7|NULL
15|20|7|NULL
15|21|7|NULL
4|27|7|NULL
4|24|7|NULL
4|25|7|NULL
8|18|7|NULL
1|30|7|NULL
4|28|7|NULL
4|29|7|NULL
1|2|8|NULL
1|3|8|NULL
1|4|8|NULL
1|6|8|NULL
1|7|8|NULL
1|8|8|NULL
1|9|8|NULL
1|10|8|NULL
1|11|8|NULL
1|12|8|NULL
1|13|8|NULL
1|14|8|NULL
1|15|8|NULL
1|16|8|NULL
1|17|8|NULL
1|18|8|NULL
1|19|8|NULL
1|20|8|NULL
1|21|8|NULL
1|22|8|NULL
1|23|8|NULL
1|24|8|NULL
1|25|8|NULL
1|26|8|NULL
1|27|8|NULL
1|28|8|NULL
1|29|8|NULL
2|2|8|NULL
2|3|8|NULL
2|4|8|NULL
2|5|8|NULL
2|6|8|NULL
2|7|8|NULL
2|8|8|NULL
2|9|8|NULL
2|10|8|NULL
2|14|8|NULL
2|15|8|NULL
2|16|8|NULL
2|17|8|NULL
2|18|8|NULL
2|19|8|NULL
2|20|8|NULL
2|23|8|NULL
2|25|8|NULL
3|1|8|NULL
3|2|8|NULL
3|3|8|NULL
3|4|8|NULL
3|7|8|NULL
3|8|8|NULL
3|9|8|NULL
3|10|8|NULL
3|11|8|NULL
3|12|8|NULL
3|13|8|NULL
3|14|8|NULL
3|15|8|NULL
3|16|8|NULL
3|17|8|NULL
3|18|8|NULL
3|19|8|NULL
3|20|8|NULL
3|21|8|NULL
3|22|8|NULL
3|23|8|NULL
3|24|8|NULL
3|25|8|NULL
3|26|8|NULL
4|1|8|NULL
4|2|8|NULL
4|3|8|NULL
4|4|8|NULL
4|5|8|NULL
4|6|8|NULL
4|7|8|NULL
4|8|8|NULL
4|10|8|NULL
4|11|8|NULL
4|12|8|NULL
4|13|8|NULL
4|14|8|NULL
4|15|8|NULL
4|16|8|NULL
4|17|8|NULL
4|19|8|NULL
4|20|8|NULL
4|21|8|NULL
4|22|8|NULL
4|23|8|NULL
5|1|8|NULL
5|2|8|NULL
5|3|8|NULL
5|4|8|NULL
5|5|8|NULL
5|6|8|NULL
5|7|8|NULL
5|8|8|NULL
5|9|8|NULL
5|10|8|NULL
5|11|8|NULL
5|13|8|NULL
5|14|8|NULL
5|15|8|NULL
5|16|8|NULL
5|17|8|NULL
5|18|8|NULL
5|19|8|NULL
5|20|8|NULL
5|21|8|NULL
5|22|8|NULL
6|1|8|NULL
6|2|8|NULL
6|3|8|NULL
6|4|8|NULL
6|5|8|NULL
6|6|8|NULL
6|7|8|NULL
6|8|8|NULL
6|9|8|NULL
6|10|8|NULL
6|11|8|NULL
6|12|8|NULL
6|13|8|NULL
6|14|8|NULL
6|15|8|NULL
6|16|8|NULL
6|18|8|NULL
6|19|8|NULL
6|20|8|NULL
6|21|8|NULL
7|1|8|NULL
7|2|8|NULL
7|3|8|NULL
7|4|8|NULL
7|5|8|NULL
7|6|8|NULL
7|7|8|NULL
7|8|8|NULL
7|9|8|NULL
7|10|8|NULL
7|11|8|NULL
7|12|8|NULL
7|13|8|NULL
7|14|8|NULL
7|15|8|NULL
7|16|8|NULL
7|17|8|NULL
7|18|8|NULL
7|20|8|NULL
7|21|8|NULL
7|22|8|NULL
7|23|8|NULL
7|24|8|NULL
8|1|8|NULL
8|2|8|NULL
8|3|8|NULL
8|4|8|NULL
8|5|8|NULL
8|6|8|NULL
8|7|8|NULL
8|8|8|NULL
8|9|8|NULL
8|10|8|NULL
8|13|8|NULL
8|14|8|NULL
8|15|8|NULL
8|16|8|NULL
9|1|8|NULL
9|2|8|NULL
9|3|8|NULL
9|4|8|NULL
9|5|8|NULL
9|6|8|NULL
9|7|8|NULL
9|8|8|NULL
9|9|8|NULL
9|10|8|NULL
9|11|8|NULL
9|12|8|NULL
9|14|8|NULL
9|15|8|NULL
9|16|8|NULL
10|1|8|NULL
10|2|8|NULL
10|3|8|NULL
10|4|8|NULL
10|5|8|NULL
10|6|8|NULL
10|7|8|NULL
10|8|8|NULL
10|9|8|NULL
10|10|8|NULL
10|11|8|NULL
10|12|8|NULL
10|13|8|NULL
10|14|8|NULL
10|15|8|NULL
10|16|8|NULL
10|17|8|NULL
10|18|8|NULL
10|19|8|NULL
11|1|8|NULL
11|2|8|NULL
11|3|8|NULL
11|4|8|NULL
11|5|8|NULL
11|6|8|NULL
11|7|8|NULL
11|8|8|NULL
11|9|8|NULL
11|10|8|NULL
11|11|8|NULL
11|12|8|NULL
11|13|8|NULL
11|14|8|NULL
11|15|8|NULL
11|16|8|NULL
11|17|8|NULL
11|18|8|NULL
11|19|8|NULL
11|20|8|NULL
11|21|8|NULL
11|22|8|NULL
12|1|8|NULL
12|2|8|NULL
12|3|8|NULL
12|4|8|NULL
12|5|8|NULL
12|6|8|NULL
12|7|8|NULL
12|8|8|NULL
12|9|8|NULL
12|10|8|NULL
12|11|8|NULL
12|12|8|NULL
12|13|8|NULL
12|14|8|NULL
12|15|8|NULL
12|16|8|NULL
12|17|8|NULL
12|18|8|NULL
12|19|8|NULL
12|20|8|NULL
12|21|8|NULL
12|22|8|NULL
13|1|8|NULL
13|2|8|NULL
13|3|8|NULL
13|4|8|NULL
13|5|8|NULL
13|6|8|NULL
13|7|8|NULL
13|8|8|NULL
13|9|8|NULL
13|10|8|NULL
13|12|8|NULL
13|13|8|NULL
13|14|8|NULL
13|15|8|NULL
13|16|8|NULL
13|17|8|NULL
13|18|8|NULL
13|19|8|NULL
13|20|8|NULL
13|21|8|NULL
13|22|8|NULL
13|23|8|NULL
13|24|8|NULL
13|25|8|NULL
13|26|8|NULL
13|27|8|NULL
13|28|8|NULL
13|29|8|NULL
14|1|8|NULL
14|2|8|NULL
14|3|8|NULL
14|4|8|NULL
14|5|8|NULL
14|6|8|NULL
14|7|8|NULL
14|8|8|NULL
14|9|8|NULL
14|11|8|NULL
14|12|8|NULL
14|13|8|NULL
14|14|8|NULL
14|15|8|NULL
14|17|8|NULL
14|18|8|NULL
14|21|8|NULL
14|22|8|NULL
14|23|8|NULL
14|24|8|NULL
14|25|8|NULL
14|28|8|NULL
14|29|8|NULL
14|30|8|NULL
14|31|8|NULL
15|1|8|NULL
15|2|8|NULL
15|3|8|NULL
15|4|8|NULL
15|5|8|NULL
15|7|8|NULL
15|8|8|NULL
15|9|8|NULL
15|10|8|NULL
15|11|8|NULL
15|12|8|NULL
15|13|8|NULL
15|14|8|NULL
15|15|8|NULL
15|16|8|NULL
15|17|8|NULL
15|18|8|NULL
15|19|8|NULL
15|20|8|NULL
15|21|8|NULL
4|24|8|NULL
4|25|8|NULL
8|18|8|NULL
1|30|8|NULL
4|28|8|NULL
4|29|8|NULL
1|2|9|NULL
1|3|9|NULL
1|6|9|NULL
1|7|9|NULL
1|8|9|NULL
1|9|9|NULL
1|10|9|NULL
1|11|9|NULL
1|12|9|NULL
1|13|9|NULL
1|14|9|NULL
1|15|9|NULL
1|16|9|NULL
1|17|9|NULL
1|18|9|NULL
